"Portfolio","Date","Num +","Num -","Sum +","Max +","Min -","Sum -","CYB_ETF"
"MAXSER_Stock_Long_Only",2016-12-30,9,0,0.672149141705261,0.235870357946069,0,0,-0.418122507663239
"MAXSER_Stock_Long_Only",2017-06-30,3,0,0.729815680612064,0.323637346505408,0,0,-0.510873662178345
"MAXSER_Stock_Long_Only",2017-12-29,5,0,0.680034452153784,0.378934089016693,0,0,-0.403055568777586
"MAXSER_Stock_Long_Only",2018-06-29,2,0,0.219307628678839,0.130080140945474,0,0,-0.480250752378265
"MAXSER_Stock_Long_Only",2018-12-28,2,0,0.181938997458069,0.139514013030025,0,0,-0.740586408796952
"MAXSER_Stock_Long_Only",2019-06-28,15,0,1.43283395999086,0.209748824648085,0,0,-1.66222608751075
"MAXSER_Stock_Long_Only",2019-12-31,10,0,1.26990046406657,0.294199117381213,0,0,-1.28504407282832
"MAXSER_Stock_Long_Only",2020-06-30,15,0,1.38182265779455,0.199310651277129,0,0,-1.24122143725963
"MAXSER_Stock_Long_Only",2020-12-31,4,0,0.392279758065213,0.16262174622735,0,0,0.0938358862640138
"MAXSER_Stock_Long_Only",2021-06-30,2,0,0.206594812433678,0.120284409687291,0,0,0.25944775323193
"MAXSER_Stock_Long_Only",2021-12-31,2,0,0.125214312815148,0.0887631373345418,0,0,0.423767347888334
